_id,name,price,website_id,sku,url,brand,media,description_text
5c3c9525a0399e27dfda4312,ASOS DESIGN long sleeve oversized shirt in abstract satellite print,"{'offer_price': {'currency': 'GBP', 'value': 22.0}, 'regular_price': {'currency': 'GBP', 'value': 28.0}}",5bc055046264490004432328,1323442,https://www.asos.com/asos-design/asos-design-long-sleeve-oversized-shirt-in-abstract-satellite-print/prd/10333734?clr=multi,"{'name': 'asos design', 'sub_brand': ''}","{'standard': [{'order': 1, 'url': 'https://images.asos-media.com/products/asos-design-long-sleeve-oversized-shirt-in-abstract-satellite-print/10333734-1-multi?$XXL$&wid=513&fit=constrain'}, {'order': 2, 'url': 'https://images.asos-media.com/products/asos-design-long-sleeve-oversized-shirt-in-abstract-satellite-print/10333734-2?$XXL$&wid=513&fit=constrain'}, {'order': 3, 'url': 'https://images.asos-media.com/products/asos-design-long-sleeve-oversized-shirt-in-abstract-satellite-print/10333734-3?$XXL$&wid=513&fit=constrain'}, {'order': 4, 'url': 'https://images.asos-media.com/products/asos-design-long-sleeve-oversized-shirt-in-abstract-satellite-print/10333734-4?$XXL$&wid=513&fit=constrain'}], 'thumbnail': [{'order': 1, 'url': 'https://images.asos-media.com/products/asos-design-long-sleeve-oversized-shirt-in-abstract-satellite-print/10333734-1-multi?$S$&wid=40&fit=constrain'}, {'order': 2, 'url': 'https://images.asos-media.com/products/asos-design-long-sleeve-oversized-shirt-in-abstract-satellite-print/10333734-2?$S$&wid=40&fit=constrain'}, {'order': 3, 'url': 'https://images.asos-media.com/products/asos-design-long-sleeve-oversized-shirt-in-abstract-satellite-print/10333734-3?$S$&wid=40&fit=constrain'}, {'order': 4, 'url': 'https://images.asos-media.com/products/asos-design-long-sleeve-oversized-shirt-in-abstract-satellite-print/10333734-4?$S$&wid=40&fit=constrain'}]}","Colourful, abstract satellite print It’s an eye-catching kinda day Spread collar Button placket Oversized fit Designed to look baggy"
5c3c9525a0399e27dfda4313,ASOS DESIGN lounge pant in NFL design,"{'offer_price': {'currency': 'GBP', 'value': 10.5}, 'regular_price': {'currency': 'GBP', 'value': 18.0}}",5bc055046264490004432328,1374261,https://www.asos.com/asos-design/asos-design-lounge-pant-in-nfl-design/prd/10946426?clr=multi,"{'name': 'asos design', 'sub_brand': ''}","{'standard': [{'order': 1, 'url': 'https://images.asos-media.com/products/asos-design-lounge-pant-in-nfl-design/10946426-1-multi?$XXL$&wid=513&fit=constrain'}, {'order': 2, 'url': 'https://images.asos-media.com/products/asos-design-lounge-pant-in-nfl-design/10946426-2?$XXL$&wid=513&fit=constrain'}, {'order': 3, 'url': 'https://images.asos-media.com/products/asos-design-lounge-pant-in-nfl-design/10946426-3?$XXL$&wid=513&fit=constrain'}, {'order': 4, 'url': 'https://images.asos-media.com/products/asos-design-lounge-pant-in-nfl-design/10946426-4?$XXL$&wid=513&fit=constrain'}], 'thumbnail': [{'order': 1, 'url': 'https://images.asos-media.com/products/asos-design-lounge-pant-in-nfl-design/10946426-1-multi?$S$&wid=40&fit=constrain'}, {'order': 2, 'url': 'https://images.asos-media.com/products/asos-design-lounge-pant-in-nfl-design/10946426-2?$S$&wid=40&fit=constrain'}, {'order': 3, 'url': 'https://images.asos-media.com/products/asos-design-lounge-pant-in-nfl-design/10946426-3?$S$&wid=40&fit=constrain'}, {'order': 4, 'url': 'https://images.asos-media.com/products/asos-design-lounge-pant-in-nfl-design/10946426-4?$S$&wid=40&fit=constrain'}]}","Best paired with cancelled Friday night plans Elasticated waistband Side pockets NFL design Regular fit No surprises, just a classic cut"
5c3c9526a0399e27dfda4314,BOSS 2 pack gift set trunks,"{'offer_price': {'currency': 'GBP', 'value': 36.0}, 'regular_price': {'currency': 'GBP', 'value': 36.0}}",5bc055046264490004432328,1359156,https://www.asos.com/boss/boss-2-pack-gift-set-trunks/prd/10765200?clr=multi,"{'name': 'boss', 'sub_brand': ''}","{'standard': [{'order': 1, 'url': 'https://images.asos-media.com/products/boss-2-pack-gift-set-trunks/10765200-1-multi?$XXL$&wid=513&fit=constrain'}, {'order': 2, 'url': 'https://images.asos-media.com/products/boss-2-pack-gift-set-trunks/10765200-2?$XXL$&wid=513&fit=constrain'}, {'order': 3, 'url': 'https://images.asos-media.com/products/boss-2-pack-gift-set-trunks/10765200-3?$XXL$&wid=513&fit=constrain'}, {'order': 4, 'url': 'https://images.asos-media.com/products/boss-2-pack-gift-set-trunks/10765200-4?$XXL$&wid=513&fit=constrain'}], 'thumbnail': [{'order': 1, 'url': 'https://images.asos-media.com/products/boss-2-pack-gift-set-trunks/10765200-1-multi?$S$&wid=40&fit=constrain'}, {'order': 2, 'url': 'https://images.asos-media.com/products/boss-2-pack-gift-set-trunks/10765200-2?$S$&wid=40&fit=constrain'}, {'order': 3, 'url': 'https://images.asos-media.com/products/boss-2-pack-gift-set-trunks/10765200-3?$S$&wid=40&fit=constrain'}, {'order': 4, 'url': 'https://images.asos-media.com/products/boss-2-pack-gift-set-trunks/10765200-4?$S$&wid=40&fit=constrain'}]}","Pack of two pairs  We know you like options  Branded, stretch waistband Form-fitting design"
5c3c9526a0399e27dfda4315,ASOS DESIGN Tall tapered smart trouser in black satin with velvet side stripe,"{'offer_price': {'currency': 'GBP', 'value': 18.0}, 'regular_price': {'currency': 'GBP', 'value': 30.0}}",5bc055046264490004432328,1272918,https://www.asos.com/asos-design/asos-design-tall-tapered-smart-trouser-in-black-satin-with-velvet-side-stripe/prd/9742820?clr=black,"{'name': 'asos design', 'sub_brand': ''}","{'standard': [{'order': 1, 'url': 'https://images.asos-media.com/products/asos-design-tall-tapered-smart-trouser-in-black-satin-with-velvet-side-stripe/9742820-1-black?$XXL$&wid=513&fit=constrain'}, {'order': 2, 'url': 'https://images.asos-media.com/products/asos-design-tall-tapered-smart-trouser-in-black-satin-with-velvet-side-stripe/9742820-2?$XXL$&wid=513&fit=constrain'}, {'order': 3, 'url': 'https://images.asos-media.com/products/asos-design-tall-tapered-smart-trouser-in-black-satin-with-velvet-side-stripe/9742820-3?$XXL$&wid=513&fit=constrain'}, {'order': 4, 'url': 'https://images.asos-media.com/products/asos-design-tall-tapered-smart-trouser-in-black-satin-with-velvet-side-stripe/9742820-4?$XXL$&wid=513&fit=constrain'}], 'thumbnail': [{'order': 1, 'url': 'https://images.asos-media.com/products/asos-design-tall-tapered-smart-trouser-in-black-satin-with-velvet-side-stripe/9742820-1-black?$S$&wid=40&fit=constrain'}, {'order': 2, 'url': 'https://images.asos-media.com/products/asos-design-tall-tapered-smart-trouser-in-black-satin-with-velvet-side-stripe/9742820-2?$S$&wid=40&fit=constrain'}, {'order': 3, 'url': 'https://images.asos-media.com/products/asos-design-tall-tapered-smart-trouser-in-black-satin-with-velvet-side-stripe/9742820-3?$S$&wid=40&fit=constrain'}, {'order': 4, 'url': 'https://images.asos-media.com/products/asos-design-tall-tapered-smart-trouser-in-black-satin-with-velvet-side-stripe/9742820-4?$S$&wid=40&fit=constrain'}]}",For that thing you RSVPd to Concealed fly Functional pockets Velvet side stripes It's all in the details Tapered fit Cut loosely around the thigh and tapered from the knee to the ankle
5c3c9526a0399e27dfda4316,ASOS DESIGN Bridal Embroidered Lace Suspender,"{'offer_price': {'currency': 'GBP', 'value': 5.5}, 'regular_price': {'currency': 'GBP', 'value': 14.0}}",5bc055046264490004432328,1260385,https://www.asos.com/asos-design/asos-design-bridal-embroidered-lace-suspender/prd/9595311?clr=ivory,"{'name': 'asos design', 'sub_brand': ''}","{'standard': [{'order': 1, 'url': 'https://images.asos-media.com/products/asos-design-bridal-embroidered-lace-suspender/9595311-1-ivory?$XXL$&wid=513&fit=constrain'}, {'order': 2, 'url': 'https://images.asos-media.com/products/asos-design-bridal-embroidered-lace-suspender/9595311-2?$XXL$&wid=513&fit=constrain'}, {'order': 3, 'url': 'https://images.asos-media.com/products/asos-design-bridal-embroidered-lace-suspender/9595311-3?$XXL$&wid=513&fit=constrain'}, {'order': 4, 'url': 'https://images.asos-media.com/products/asos-design-bridal-embroidered-lace-suspender/9595311-4?$XXL$&wid=513&fit=constrain'}], 'thumbnail': [{'order': 1, 'url': 'https://images.asos-media.com/products/asos-design-bridal-embroidered-lace-suspender/9595311-1-ivory?$S$&wid=40&fit=constrain'}, {'order': 2, 'url': 'https://images.asos-media.com/products/asos-design-bridal-embroidered-lace-suspender/9595311-2?$S$&wid=40&fit=constrain'}, {'order': 3, 'url': 'https://images.asos-media.com/products/asos-design-bridal-embroidered-lace-suspender/9595311-3?$S$&wid=40&fit=constrain'}, {'order': 4, 'url': 'https://images.asos-media.com/products/asos-design-bridal-embroidered-lace-suspender/9595311-4?$S$&wid=40&fit=constrain'}]}",For date night and beyond Strap detail Secure clips Embroidered design
5c3c9526a0399e27dfda4317,ASOS DESIGN Petite heart print flare trousers,"{'offer_price': {'currency': 'GBP', 'value': 16.0}, 'regular_price': {'currency': 'GBP', 'value': 20.0}}",5bc055046264490004432328,1360717,https://www.asos.com/asos-petite/asos-design-petite-heart-print-flare-trousers/prd/10781739?clr=multi,"{'name': 'asos petite', 'sub_brand': ''}","{'standard': [{'order': 1, 'url': 'https://images.asos-media.com/products/asos-design-petite-heart-print-flare-trousers/10781739-1-multi?$XXL$&wid=513&fit=constrain'}, {'order': 2, 'url': 'https://images.asos-media.com/products/asos-design-petite-heart-print-flare-trousers/10781739-2?$XXL$&wid=513&fit=constrain'}, {'order': 3, 'url': 'https://images.asos-media.com/products/asos-design-petite-heart-print-flare-trousers/10781739-3?$XXL$&wid=513&fit=constrain'}, {'order': 4, 'url': 'https://images.asos-media.com/products/asos-design-petite-heart-print-flare-trousers/10781739-4?$XXL$&wid=513&fit=constrain'}], 'thumbnail': [{'order': 1, 'url': 'https://images.asos-media.com/products/asos-design-petite-heart-print-flare-trousers/10781739-1-multi?$S$&wid=40&fit=constrain'}, {'order': 2, 'url': 'https://images.asos-media.com/products/asos-design-petite-heart-print-flare-trousers/10781739-2?$S$&wid=40&fit=constrain'}, {'order': 3, 'url': 'https://images.asos-media.com/products/asos-design-petite-heart-print-flare-trousers/10781739-3?$S$&wid=40&fit=constrain'}, {'order': 4, 'url': 'https://images.asos-media.com/products/asos-design-petite-heart-print-flare-trousers/10781739-4?$S$&wid=40&fit=constrain'}]}","All-over heart print Cute, right? High-rise, elasticated waist Flared leg Cut with a skinny leg that flares at the knee"
5c3c9526a0399e27dfda4318,Stradivarius basic tee,"{'offer_price': {'currency': 'GBP', 'value': 4.0}, 'regular_price': {'currency': 'GBP', 'value': 5.99}}",5bc055046264490004432328,1318661,https://www.asos.com/stradivarius/stradivarius-basic-tee/prd/10276508?clr=white,"{'name': 'stradivarius', 'sub_brand': ''}","{'standard': [{'order': 1, 'url': 'https://images.asos-media.com/products/stradivarius-basic-tee/10276508-1-white?$XXL$&wid=513&fit=constrain'}, {'order': 2, 'url': 'https://images.asos-media.com/products/stradivarius-basic-tee/10276508-2?$XXL$&wid=513&fit=constrain'}, {'order': 3, 'url': 'https://images.asos-media.com/products/stradivarius-basic-tee/10276508-3?$XXL$&wid=513&fit=constrain'}, {'order': 4, 'url': 'https://images.asos-media.com/products/stradivarius-basic-tee/10276508-4?$XXL$&wid=513&fit=constrain'}], 'thumbnail': [{'order': 1, 'url': 'https://images.asos-media.com/products/stradivarius-basic-tee/10276508-1-white?$S$&wid=40&fit=constrain'}, {'order': 2, 'url': 'https://images.asos-media.com/products/stradivarius-basic-tee/10276508-2?$S$&wid=40&fit=constrain'}, {'order': 3, 'url': 'https://images.asos-media.com/products/stradivarius-basic-tee/10276508-3?$S$&wid=40&fit=constrain'}, {'order': 4, 'url': 'https://images.asos-media.com/products/stradivarius-basic-tee/10276508-4?$S$&wid=40&fit=constrain'}]}","All-white, alright? Crew neck It's classic you Plain design Regular cut Fits you just right"
5c3c9526a0399e27dfda4319,Boohoo wrap button through mini dress in red,"{'offer_price': {'currency': 'GBP', 'value': 11.0}, 'regular_price': {'currency': 'GBP', 'value': 22.0}}",5bc055046264490004432328,1368217,https://www.asos.com/boohoo/boohoo-wrap-button-through-mini-dress-in-red/prd/10873969?clr=red,"{'name': 'boohoo', 'sub_brand': ''}","{'standard': [{'order': 1, 'url': 'https://images.asos-media.com/products/boohoo-wrap-button-through-mini-dress-in-red/10873969-1-red?$XXL$&wid=513&fit=constrain'}, {'order': 2, 'url': 'https://images.asos-media.com/products/boohoo-wrap-button-through-mini-dress-in-red/10873969-2?$XXL$&wid=513&fit=constrain'}, {'order': 3, 'url': 'https://images.asos-media.com/products/boohoo-wrap-button-through-mini-dress-in-red/10873969-3?$XXL$&wid=513&fit=constrain'}, {'order': 4, 'url': 'https://images.asos-media.com/products/boohoo-wrap-button-through-mini-dress-in-red/10873969-4?$XXL$&wid=513&fit=constrain'}], 'thumbnail': [{'order': 1, 'url': 'https://images.asos-media.com/products/boohoo-wrap-button-through-mini-dress-in-red/10873969-1-red?$S$&wid=40&fit=constrain'}, {'order': 2, 'url': 'https://images.asos-media.com/products/boohoo-wrap-button-through-mini-dress-in-red/10873969-2?$S$&wid=40&fit=constrain'}, {'order': 3, 'url': 'https://images.asos-media.com/products/boohoo-wrap-button-through-mini-dress-in-red/10873969-3?$S$&wid=40&fit=constrain'}, {'order': 4, 'url': 'https://images.asos-media.com/products/boohoo-wrap-button-through-mini-dress-in-red/10873969-4?$S$&wid=40&fit=constrain'}]}","Surprise your monochrome palette with this Crossover front Button placket Tie detail Stretch-back waist Regular fit Not too loose, not too tight Exclusive to ASOS"
5c3c9526a0399e27dfda431a,Levi's denim shirt barstow slim fit western redcast stone light wash,"{'offer_price': {'currency': 'GBP', 'value': 35.0}, 'regular_price': {'currency': 'GBP', 'value': 70.0}}",5bc055046264490004432328,686915,https://www.asos.com/levis/levis-denim-shirt-barstow-slim-fit-western-redcast-stone-light-wash/prd/5373011?clr=redcast-stone,"{'name': 'levis', 'sub_brand': ''}","{'standard': [{'order': 1, 'url': 'https://images.asos-media.com/products/levis-denim-shirt-barstow-slim-fit-western-redcast-stone-light-wash/5373011-1-redcaststone?$XXL$&wid=513&fit=constrain'}, {'order': 2, 'url': 'https://images.asos-media.com/products/levis-denim-shirt-barstow-slim-fit-western-redcast-stone-light-wash/5373011-2?$XXL$&wid=513&fit=constrain'}, {'order': 3, 'url': 'https://images.asos-media.com/products/levis-denim-shirt-barstow-slim-fit-western-redcast-stone-light-wash/5373011-3?$XXL$&wid=513&fit=constrain'}, {'order': 4, 'url': 'https://images.asos-media.com/products/levis-denim-shirt-barstow-slim-fit-western-redcast-stone-light-wash/5373011-4?$XXL$&wid=513&fit=constrain'}], 'thumbnail': [{'order': 1, 'url': 'https://images.asos-media.com/products/levis-denim-shirt-barstow-slim-fit-western-redcast-stone-light-wash/5373011-1-redcaststone?$S$&wid=40&fit=constrain'}, {'order': 2, 'url': 'https://images.asos-media.com/products/levis-denim-shirt-barstow-slim-fit-western-redcast-stone-light-wash/5373011-2?$S$&wid=40&fit=constrain'}, {'order': 3, 'url': 'https://images.asos-media.com/products/levis-denim-shirt-barstow-slim-fit-western-redcast-stone-light-wash/5373011-3?$S$&wid=40&fit=constrain'}, {'order': 4, 'url': 'https://images.asos-media.com/products/levis-denim-shirt-barstow-slim-fit-western-redcast-stone-light-wash/5373011-4?$S$&wid=40&fit=constrain'}]}",Western style Ranch dressing Light wash Point collar Press-stud placket Pop it like it's hot Chest pockets  Slim fit - cut closely to the body
5c3c9526a0399e27dfda431b,River Island Denim Shorts In White,"{'offer_price': {'currency': 'GBP', 'value': 16.0}, 'regular_price': {'currency': 'GBP', 'value': 32.0}}",5bc055046264490004432328,1234608,https://www.asos.com/river-island/river-island-denim-shorts-in-white/prd/9281257?clr=white,"{'name': 'river island', 'sub_brand': ''}","{'standard': [{'order': 1, 'url': 'https://images.asos-media.com/products/river-island-denim-shorts-in-white/9281257-1-white?$XXL$&wid=513&fit=constrain'}, {'order': 2, 'url': 'https://images.asos-media.com/products/river-island-denim-shorts-in-white/9281257-2?$XXL$&wid=513&fit=constrain'}, {'order': 3, 'url': 'https://images.asos-media.com/products/river-island-denim-shorts-in-white/9281257-3?$XXL$&wid=513&fit=constrain'}, {'order': 4, 'url': 'https://images.asos-media.com/products/river-island-denim-shorts-in-white/9281257-4?$XXL$&wid=513&fit=constrain'}], 'thumbnail': [{'order': 1, 'url': 'https://images.asos-media.com/products/river-island-denim-shorts-in-white/9281257-1-white?$S$&wid=40&fit=constrain'}, {'order': 2, 'url': 'https://images.asos-media.com/products/river-island-denim-shorts-in-white/9281257-2?$S$&wid=40&fit=constrain'}, {'order': 3, 'url': 'https://images.asos-media.com/products/river-island-denim-shorts-in-white/9281257-3?$S$&wid=40&fit=constrain'}, {'order': 4, 'url': 'https://images.asos-media.com/products/river-island-denim-shorts-in-white/9281257-4?$S$&wid=40&fit=constrain'}]}",Put your jeans away for the day Clean white wash Concealed fly Functional pockets Slim fit A narrow cut that sits close to the body
